Published,Headlines
2019-03-27T18:12:13+0000,"Justice Stephen G. Breyer said, half-joking, that he feared “the greatest judicial power grab since Marbury v. Madison” as the justices took on an issue they saw as momentous."
2019-03-25T22:35:31+0000,"At a time when most Americans have already made up their minds about the president, it seems unlikely that the special counsel’s report would sway them."
2019-03-25T09:33:24+0000,The animal was found sleeping in a basket. Officials say it was smuggled into the airport by a Russian tourist.
2019-03-26T02:09:28+0000,"Quotation of the Day for Tuesday, March 26, 2019."
2019-03-25T00:36:36+0000,"Like everyone else in the country, the president had been forced to wait while in Washington, the attorney general pored over the special counsel’s report and decided what to make public."
2019-03-25T10:21:31+0000,"Legal challenges still stand in the way of the White House, despite Robert Mueller’s good news for President Trump."
2019-03-25T03:24:49+0000,Let us help you start your day.
2019-03-25T09:15:01+0000,Can you find Jordan on a map? What else do you know about this Middle Eastern nation with 10.5 million people.
2019-03-25T15:19:25+0000,Published at 6:00 AM Eastern Standard Time
2019-03-25T12:31:36+0000,The president’s decision was a valuable political gift to Prime Minister Benjamin Netanyahu a few weeks before he faces voters in Israel in a closely fought election.
2019-03-25T02:00:00+0000,"Chuck, Bobby and Taylor settle into the long game, and the audience learns a thing or two about “arousal templates.”"
2019-03-25T05:00:03+0000,"Inspiring women take center stage in “Women, War & Peace II.” And a couple grapples with an intruder in “The Salesman.”"
2019-03-25T00:28:20+0000,"The end of the special counsel’s investigation without findings of collusion with Russia fortified the president for the battles to come, including his campaign for re-election."
2019-03-25T19:18:21+0000,The United States ranks toward the bottom of social mobility. Professor Matthew O. Jackson’s new book shows why proposals to reduce inequality won’t solve the problem of mobility.
2019-03-25T07:00:04+0000,"For players like Austin Brice, being on the cusp of a 40-man roster can lead to a frustrating winter of being passed from team to team with no chance to prove themselves."
2019-03-25T09:38:53+0000,Monday: New Jersey and New York be years apart on allowing the recreational use of cannabis.
2019-03-25T17:29:18+0000,The president went on the offensive a day after the Justice Department reported that the special counsel investigation concluded without finding conspiracy with Moscow.
2019-03-25T09:37:23+0000,Here’s what you need to know.
2019-03-25T19:02:20+0000,Let us help you start your day.
2019-03-26T09:00:02+0000,They are also living longer after having a heart attack.
2019-03-26T03:06:52+0000,"Corrections appearing in print on Tuesday, March 26, 2019."
2019-03-25T10:00:04+0000,"A demagogic president can walk right up to the edge of committing a crime, so long as he operates brazenly in public view."
2019-03-25T23:00:05+0000,The awful corruption of scandal politics.
2019-03-27T10:00:07+0000,"It’s not just the potential damage to the health care system and the people who depend on it. It’s also the threat, in the administration’s legal position, to the rule of law."
2019-03-27T23:00:31+0000,Trump has no idea how to ride a win.
2019-03-27T22:30:46+0000,"The ruling is a blow to the Trump administration, which has approved work requirements in seven other states and is reviewing applications from eight others."
2019-03-27T02:49:26+0000,"These are portraits of seven people working in wind and solar, industries their families hardly imagined they’d go into. But as one of them put it: “It’s not ideology. It’s just math.”"
2019-03-26T17:18:38+0000,"The government in Rome is a very unreliable partner, even for China."
2019-03-27T16:42:33+0000,There’s a reason video games are such fertile ground for white nationalist recruitment.
2019-03-27T10:00:05+0000,"In response to Trump’s presidency, America has gotten more liberal — despite appearances to the contrary. Will it matter in 2020?"
2019-03-27T10:00:04+0000,"Mitch McConnell’s show vote in the Senate on Tuesday rejected the plan, but Republicans may come to regret their mockery."
2019-03-26T17:18:38+0000,"The government in Rome is a very unreliable partner, even for China."
2019-03-25T10:00:04+0000,"In California, where home prices are pushing people farther from their jobs, rising traffic is creating more pollution."
2019-03-25T11:21:09+0000,The junta is ready to destroy an entire system just to stay in power.
2019-03-25T10:00:04+0000,Sometimes the best school isn’t the “elite” college at the top of the national rankings. It’s the public university just down the road.
2019-03-26T10:00:08+0000,The Russia panic shows us how a paranoid style can take root in the heart of the American establishment.
2019-03-25T10:00:04+0000,"A demagogic president can walk right up to the edge of committing a crime, so long as he operates brazenly in public view."
2019-03-25T23:00:05+0000,The awful corruption of scandal politics.
2019-03-25T22:30:05+0000,The invasion of hucksters has reached the Federal Reserve.
2019-03-27T02:49:26+0000,"These are portraits of seven people working in wind and solar, industries their families hardly imagined they’d go into. But as one of them put it: “It’s not ideology. It’s just math.”"
2019-03-26T19:22:30+0000,No woman is responsible for harassment or any other violent act against her. But experienced travelers and government agencies show how to travel as safely as possible.
2019-03-25T23:27:04+0000,Those who appeared in a Boston court on Monday included the top tennis coach at Georgetown and an assistant teacher at a Houston public school.
2019-03-27T15:14:13+0000,The Communist Party wants to instill the people with “core socialist values.” That means winnowing out content that extols individualism or hedonism.
2019-03-26T23:02:43+0000,"The “Mayor of Arthur Avenue” came from Calabria in 1947 and opened a deli that endures as a magnet for locals, politicians and Bronx expatriates."
2019-03-27T08:00:05+0000,Cast and crew members recall the making of the now-beloved teen comedy as a memorable summer with lasting effects on their careers and lives.
2019-03-27T02:00:01+0000,Making yourself inaccessible from time to time is essential to boosting your focus.
2019-03-25T19:48:11+0000,"In her bustling London office, Beata Heuman labels liberally, files in an antique cabinet — and still finds a place to watercolor."
2019-03-27T09:00:05+0000,"Stir together a few ingredients, and you have a sauce that will improve boiled broccoli, leafy mustard greens, even pizza crusts."
2019-03-25T08:47:17+0000,"If procrastination isn’t about laziness, then what is it about?"
2019-03-27T06:02:00+0000,"Dream big: you can choose a classic, like “Our Town,” or suggest a book, movie, TV show, comic book or anything else that you’d love to see adapted."
2019-03-27T00:44:37+0000,"Mr. Biden acknowledged the part he played in the 1991 Supreme Court hearings, reckoning with a part of his past that could be a vulnerability for his 2020 candidacy."
2019-03-27T06:00:00+0000,This word has appeared in 17 articles on NYTimes.com in the past year.
2019-03-27T13:00:22+0000,"A 1904 Arts and Crafts estate in Stamford, Conn.; a mountainside house in Tucson; and a 1924 bungalow in Portland, Ore."
2019-03-27T18:25:36+0000,Published at 6:00 AM Eastern Standard Time
2019-03-27T19:27:50+0000,
2019-03-27T09:00:01+0000,"This is not about a parent helping with homework. It is work given from teacher to parent, passing directly over a child’s head."
2019-03-27T22:00:07+0000,Thursday forecast
2019-03-27T01:42:46+0000,"Quotation of the Day for Wednesday, March 27, 2019."
2019-03-27T00:09:03+0000,The special counsel’s decision not to take a position on whether President Trump’s norm-shattering actions constituted obstruction means future presidents will feel entitled to make similar moves.
2019-03-27T12:19:23+0000,A new book tells of political horse-trading at the Supreme Court.
2019-03-27T09:00:01+0000,"The United States has been dropping munitions on Shabab insurgents in Somalia using a dispenser called the common launch tube, which could enable the Pentagon to turn virtually any aircraft into a high-tech gunship."
2019-03-27T02:27:36+0000,A 1-1 tie against Chile was marred by a quadriceps injury to the star who earlier in the match had become the youngest American to reach 10 international goals.
2019-03-27T14:34:07+0000,Inside the process for creating this cover.
2019-03-27T07:00:05+0000,Public comments from the company have been relatively sparse while an outcry grew after a second deadly crash involving one of its planes.
2019-03-27T15:00:00+0000,Higher levels of pollution were linked to a greater likelihood of psychotic experiences ranging from a mild feeling of paranoia to a severe psychotic symptoms.
2019-03-27T18:18:42+0000,"In explaining why they dropped charges against the “Empire” actor, prosecutors noted his record of volunteer work, including two recent days at Jesse Jackson’s organization."
2019-03-27T14:00:06+0000,J.C. Penney ended its partnership with the reality franchise after the bankruptcy of the Weinstein Company. Lifetime decided to air the new season anyway.
2019-03-27T18:34:47+0000,"Detailing an increasingly desperate situation in Venezuela, the United Nations says that the use of the human suffering as a political weapon is the greatest impediment to improving conditions."
2019-03-28T09:00:13+0000,"Jay Schreiber, a former deputy sports editor for The Times, drew on his lifelong relationship with the Mets in revisiting the team’s 1969 season."
2019-03-28T15:16:14+0000,We dissect Jordan Peele’s new psychological thriller.
2019-03-27T09:00:06+0000,"China’s surrender to Western powers after the first Opium War helps explain Beijing’s interest for a global trading order that works more on its terms, historians say."
2019-03-28T15:52:33+0000,"L’armée tourne enfin le dos au président, mais le peuple veut beaucoup plus que cela."
2019-03-27T20:02:23+0000,"Facebook said the policy change was based on a shift in its understanding of white nationalism, which it previously saw as different from white supremacy."
2019-03-28T06:00:28+0000,Fans who follow college basketball closely know about the game’s intractable relationship to corruption. But turn away from the big party every March? That’s a tough ask.
2019-03-28T17:33:38+0000,"The convoluted affair surrounding one of the stars of the television series “Empire” has taken many surprising turns. Though the charges against him have been dropped, the story is far from over."
2019-03-28T18:23:46+0000,Here are all of the recipes you need for your Passover feast.
2019-03-27T18:06:06+0000,"With 2 new works, the company focused on the place where Asian and Hispanic diasporas meet. But best was an old work made new: “Sombrerísimo.”"
2019-03-28T20:27:13+0000,A sudden drop in the central bank’s foreign reserves sparked fears about the country’s economic stewardship.
2019-03-27T13:46:46+0000,"While congressional hearings examined Boeing’s cozy relationship with regulators, the company said it was close to completing a software fix for the 737 Max models."
2019-03-27T18:18:42+0000,"In explaining why they dropped charges against the “Empire” actor, prosecutors noted his record of volunteer work, including two recent days at Jesse Jackson’s organization."
2019-03-27T19:27:50+0000,
2019-03-28T02:00:01+0000,Damon Gulczynski holds us at arm’s length.
2019-03-27T13:46:46+0000,"While congressional hearings examined Boeing’s cozy relationship with regulators, the company said it was close to completing a software fix for the 737 Max models."
2019-03-27T18:34:47+0000,"Detailing an increasingly desperate situation in Venezuela, the United Nations says that the use of the human suffering as a political weapon is the greatest impediment to improving conditions."
2019-03-28T15:16:14+0000,We dissect Jordan Peele’s new psychological thriller.
2019-03-28T09:00:13+0000,"Jay Schreiber, a former deputy sports editor for The Times, drew on his lifelong relationship with the Mets in revisiting the team’s 1969 season."
2019-03-27T09:00:06+0000,"China’s surrender to Western powers after the first Opium War helps explain Beijing’s interest for a global trading order that works more on its terms, historians say."
2019-03-28T15:52:33+0000,"L’armée tourne enfin le dos au président, mais le peuple veut beaucoup plus que cela."
2019-03-27T20:02:23+0000,"Facebook said the policy change was based on a shift in its understanding of white nationalism, which it previously saw as different from white supremacy."
2019-03-28T05:30:47+0000,The crowd had apparently gathered around a person killed in a separate accident on the Pan-American Highway.
2019-03-28T09:35:41+0000,"After the Republican senator used absurd graphics to send up the Green New Deal, the “Late Show” host gave him a taste of his own medicine."
2019-03-28T13:14:42+0000,Thursday: An interview with the Athletics’ head of stadium operations; Kamala Harris’s first big policy rollout; and “Us”
2019-03-28T13:19:22+0000,"President Trump met with with Fabiana Rosales, the wife of Juan Guaidó, on Wednesday. The White House recognizes Mr. Guaidó as Venezuela’s interim president and has warned the Russian government to stay out of Venezuela."
2019-03-27T09:00:13+0000,Getting to the slopes without driving was the dream. The Winter Park Express from Denver made it (almost) possible.
2019-03-29T06:00:00+0000,This word has appeared in 23 articles on NYTimes.com in the past year.
2019-03-28T19:59:18+0000,"Republicans on the Intelligence Committee called on its chairman, Representative Adam B. Schiff, to resign. He accused them of turning a blind eye to President Trump’s wrongdoing."
2019-03-29T09:00:09+0000,"In Julie Langsdorf’s “White Elephant,” Nickolas Butler’s “Little Faith” and Benjamin Markovits’s “A Weekend in New York,” you’ll find squabbling siblings, rebellious daughters and more."
2019-03-29T09:00:05+0000,"The collection “Rag,” by Maryse Meijer, is rife with blood and violence — much of it inflicted by men on women. In the world of her fiction, there is no desire without pain."
2019-03-29T09:00:13+0000,"On the cusp of their teenage years, the protagonists of these novels deal with death in the family, remembered childhood trauma and many varieties of parental pressure."
2019-03-29T08:00:01+0000,Fethi Sahraoui has been photographing young Algerians who rush to local stadiums for biweekly soccer matches and for a chance to be heard.
2019-03-29T15:45:45+0000,"Alaa Abd El Fattah, one of Egypt’s most famous political activists, was sentenced for violating laws intended to curtail protests."
2019-03-28T10:00:05+0000,"A documentary to be screened on Capitol Hill next month, in which I am featured, chronicles the experience of low-income students navigating college admissions."
2019-03-29T09:00:14+0000,"Refshaleoen, a once-forlorn area in the city’s northeastern docklands, is the place to be for creative start-ups."
2019-03-28T16:00:04+0000,"In “Thin Blue Lie” Matt Stroud untangles the web of law enforcement agencies, for-profit corporations and politicians that have put technology at the center of policing."
2019-03-28T16:55:51+0000,"Olivia Wilde stars as an avenger of domestic-abuse victims in Sarah Daggar-Nickson’s satisfyingly lean, mean genre movie."
2019-03-29T19:25:32+0000,Listen to Mike Schmidt and his colleagues in the Washington bureau as they await the attorney general’s summary of the Mueller report.
2019-03-28T09:00:09+0000,"The rapper, whose real name is Bobby Hall, has branched out with a debut novel, “Supermarket.”"
2019-03-27T23:51:46+0000,The collapse of an effort to legalize marijuana in New Jersey revealed the thorny and knotty difficulties in trying to legalize marijuana.
2019-03-28T18:00:05+0000,"As a threat to wildlife, an amphibian fungus has become “the most deadly pathogen known to science.”"
2019-03-28T09:00:01+0000,Nutritional psychiatrists counsel patients on how better eating may be another tool in helping to ease depression and anxiety and may lead to better mental health.
2019-03-28T17:34:55+0000,"For three years, Jack White, a stout (and game) 6-foot-7 junior forward, has stared down Duke’s future lottery picks in practice. It has been quite an education."
2019-03-28T22:28:14+0000,The giant social network faces scrutiny of its business practices by numerous federal agencies.
2019-03-27T22:25:34+0000,From its inception she was a guiding spirit at LaGuardia Community College in Queens with national influence in helping underserved students.
2019-03-29T08:00:01+0000,Fethi Sahraoui has been photographing young Algerians who rush to local stadiums for biweekly soccer matches and for a chance to be heard.
2019-03-28T11:20:19+0000,Her offer to step down if her Brexit deal were accepted has opened the door to roster of contenders. Here are a few.
2019-03-28T10:00:05+0000,"A documentary to be screened on Capitol Hill next month, in which I am featured, chronicles the experience of low-income students navigating college admissions."
2019-03-28T13:10:13+0000,"After a girl reported sexual abuse, it took seven years for criminal charges to be brought against two suspects, including the Weissport police chief."
2019-03-28T17:57:27+0000,"The company, which in 2015 banned smoking in its movies geared toward younger audiences, said Thursday it will close all theme park smoking areas on May 1."
2019-03-27T22:50:03+0000,The Supreme Court could make history by erecting a constitutional barrier to electoral maps that put party over country.
2019-03-28T09:00:05+0000,"The singer, trailed by allegations for years, has now been charged with sexual abuse. We hear from the Chicago prosecutor on the other side of the case."
2019-03-28T23:20:10+0000,"The wife of the missing former Interpol leader, Meng Hongwei, dismissed Chinese authorities’ allegations that he had spent lavishly and abused his power, She called his arrest politically motivated."
2019-03-27T17:26:56+0000,"A new rule would require mammogram providers to let women know if they have dense breast tissue, which can hide cancer from X-rays."
2019-03-27T20:09:15+0000,"A special committee said the company needed to move past the former chief executive, and it lay blame for its failings at his feet."
2019-03-29T01:52:04+0000,"Joel Embiid had 39 points, 13 rebounds and 6 assists for Philadelphia, which dropped the Nets to seventh place. The Knicks were routed by the Raptors."
2019-03-28T13:30:07+0000,"If you’re listing a home in one of these neighborhoods in Manhattan, Brooklyn and Queens, you may well get more than you’re asking — or a lot less."
2019-03-28T09:01:25+0000,"This week’s properties are in Manhattan’s garment district, Astoria, Queens, and the Columbia Street Waterfront District, Brooklyn."
2019-03-28T09:00:01+0000,Should their children be concerned?
2019-03-28T09:00:01+0000,State legislators want some revenue from congestion fees to go to commuter trains that serve Long Island and the Hudson Valley.
2019-03-28T21:44:47+0000,"“For your health, it’s maximum two glasses a day, and not every day,” the health agency said. France’s response? Deafening silence."
2019-03-28T06:36:11+0000,"Registrations of interest to live and work in New Zealand rose sharply from people in the United States and from two majority-Muslim countries, Pakistan and Malaysia."
2019-03-28T09:30:20+0000,"A fire official said that at least 70 people had been injured, and witnesses said they saw several people falling from the building in an effort to escape the flames."
2019-03-27T16:28:22+0000,Require technology companies to put all of their ads in a publicly accessible archive.
2019-03-28T23:41:10+0000,"Senate Democrats may block legislation proposed by their Republican counterparts that would allocate billions of dollars across the country, citing a push for more aid for Puerto Rico’s recovery."
2019-03-28T10:10:11+0000,"The Premier League club said that Solskjaer, who was brought in as a temporary replacement after José Mourinho was fired, had signed a three-year contract."
2019-03-28T18:36:12+0000,Kara Swisher predicted a shift away from private vehicles. Two readers are dubious.
2019-03-27T16:09:49+0000,"A majestic whooping crane painted in the style of a Dutch master portrait reigns over the fireplace at the home of Thomas Woltz, landscape architect."
2019-03-28T21:05:06+0000,Our guide to the city’s best classical music and opera happening this weekend and in the week ahead.
2019-03-28T21:00:06+0000,"Our guide to stand-up, improv and variety shows happening this weekend and in the week ahead."
2019-03-29T03:13:36+0000,"Between trade, taxes and the Federal Reserve, President Trump is getting what we wants in the economy. But it may not last."
2019-03-28T13:30:07+0000,"If you’re listing a home in one of these neighborhoods in Manhattan, Brooklyn and Queens, you may well get more than you’re asking — or a lot less."
2019-03-28T09:01:25+0000,"This week’s properties are in Manhattan’s garment district, Astoria, Queens, and the Columbia Street Waterfront District, Brooklyn."
2019-03-28T09:00:01+0000,Should their children be concerned?
2019-03-28T09:00:01+0000,State legislators want some revenue from congestion fees to go to commuter trains that serve Long Island and the Hudson Valley.
2019-03-28T21:44:47+0000,"“For your health, it’s maximum two glasses a day, and not every day,” the health agency said. France’s response? Deafening silence."
2019-03-28T06:36:11+0000,"Registrations of interest to live and work in New Zealand rose sharply from people in the United States and from two majority-Muslim countries, Pakistan and Malaysia."
2019-03-28T09:30:20+0000,"A fire official said that at least 70 people had been injured, and witnesses said they saw several people falling from the building in an effort to escape the flames."
2019-03-27T16:28:22+0000,Require technology companies to put all of their ads in a publicly accessible archive.
2019-03-28T18:36:12+0000,Kara Swisher predicted a shift away from private vehicles. Two readers are dubious.
2019-03-27T16:09:49+0000,"A majestic whooping crane painted in the style of a Dutch master portrait reigns over the fireplace at the home of Thomas Woltz, landscape architect."
2019-03-28T22:28:14+0000,The giant social network faces scrutiny of its business practices by numerous federal agencies.
2019-03-28T01:14:49+0000,"Interior minister Matteo Salvini and his hard-right allies are promoting an Italians First agenda, which includes an argument that abortion needs to be limited to increase the number of native Italians."
2019-03-28T11:00:05+0000,"In this coming-of-age comedy directed by Sophie Lorain, first comes love. Then comes rebellion."
2019-03-29T15:13:23+0000,"Backstreet’s back, the New Kids have a new single and groups in the K-pop ecosystem are thriving. Why are boy bands so central to pop music?"
2019-03-28T09:00:09+0000,"A weekend in this ever-surprising Brazilian city might include caipirinhas on the beach; capuchin monkeys on a hike; and music, food and history everywhere."
2019-03-28T11:20:19+0000,Her offer to step down if her Brexit deal were accepted has opened the door to roster of contenders. Here are a few.
2019-03-29T13:04:51+0000,Friday: Exploring a still-wide-open Democratic primary field; calls for Adam Schiff’s head rise; and getting into rhubarb for spring
2019-03-28T21:26:20+0000,Marco A. De La Garza Jr. was an officer with Customs and Border Protection from 2012 to 2018. But his Texas birth certificate was fraudulent.
2019-03-27T22:25:34+0000,From its inception she was a guiding spirit at LaGuardia Community College in Queens with national influence in helping underserved students.
2019-03-28T09:00:01+0000,Nutritional psychiatrists counsel patients on how better eating may be another tool in helping to ease depression and anxiety and may lead to better mental health.
2019-03-29T09:00:15+0000,Former players and those who worked with him knew Gary Franklin Sr. as someone who followed the rules of youth basketball.
2019-03-29T06:27:06+0000,Prime Minister Jacinda Arden told mourners in Christchurch that “the world has been stuck in a vicious cycle of extremism breeding extremism” that “must end.”
2019-03-29T23:50:09+0000,The move came two days after a federal court blocked similar requirements in Arkansas and Kentucky and reaffirmed the administration’s conservative priorities.
2019-03-29T12:06:06+0000,"How a sprawling Brooklyn co-op, an enclave of progressive good will, fell out over a free apartment and a beloved caretaker."
2019-03-29T09:00:09+0000,"Finding the lowest airfare has become a favorite frugal pastime, and there are websites to help you nail down cheap fares. Some strategies, however, are dicey."
2019-03-28T18:33:17+0000,"An art critic and dance critic talk about two Kirstein shows — and how his protean diversity left its mark on the arts, most productively on ballet."
2019-03-29T17:50:42+0000,"The 17-year-old’s “When We All Fall Asleep, Where Do We Go?” traces an arc from bravado to melancholy using sparse instrumentation and whispery, intimate vocals."
2019-03-29T21:41:34+0000,The transit system will continue to fail as long as Governor Cuomo interferes with M.T.A. management.
2019-03-29T20:24:43+0000,"Even in a country widely viewed as tolerant, Moroccan Christians have to practice their faith in secret. They are hoping the pope’s visit might be a turning point."
2019-03-27T09:18:56+0000,"Members of the Hazara ethnic minority, whom the Taliban consider heretics, fear a return to being massacred if talks bring the insurgents back into Afghanistan’s government."
2019-03-28T09:00:01+0000,"They’re the most diverse generation in American history, and they’re celebrating their untraditional views on gender and identity."
2019-03-29T16:50:10+0000,A Brooklyn Tech alumnus explains why greater diversity was achieved in the 1970s till the mid-1990s.
2019-03-28T20:27:46+0000,Republicans just won’t stop trying to take away health care.
2019-03-29T09:51:29+0000,Friday: Invasive plants are washing down the Bronx River and crowding out native species. One group is coordinating an effort to address the problem.
2019-03-27T17:46:23+0000,"Brenda Breathnach owns 3 Dollar Bill as well as the Phoenix, a gay dive bar in the East Village."
2019-03-29T18:33:57+0000,"A program of works designed by the vocalist and composer Kate Soper had moments of expressive richness, but sometimes felt like an echo chamber."
2019-03-29T18:07:15+0000,"In a concert at Miller Theater, part of the Composer Portraits series, the composer and multi-instrumentalist’s music was both sparse and voluptuous."
2019-03-28T18:28:19+0000,Burgundy is currently the most important wine region in the world for understanding how people think about wine. Its red wines are also delicious.
2019-03-29T20:58:20+0000,Jair Bolsonaro’s view is not mainstream — but the presidency has given him a platform to promote a revisionist version of the military dictatorship.
2019-03-29T22:43:20+0000,"As in the Lion Air disaster, investigators believe an automated system on the doomed Ethiopian Airlines flight was set off by erroneous readings."
2019-03-29T23:58:55+0000,"The 7-year-old Guatemalan girl, who died in custody, was suffering from a severe bacterial infection that was very advanced, according to the autopsy report."
2019-03-29T18:54:04+0000,"Hear tracks by Lil Uzi Vert, Pink, Cage the Elephant and Beck, and others."
2019-03-29T20:58:20+0000,Jair Bolsonaro’s view is not mainstream — but the presidency has given him a platform to promote a revisionist version of the military dictatorship.
2019-03-28T11:05:45+0000,You and your phone need a break.
2019-03-27T09:00:04+0000,At least one of the students whose parents stand accused of fraud doesn’t appear to have been very interested in higher education in the first place.
2019-03-28T08:30:01+0000,The dinosaur was excavated in the Saskatchewan province of Canada in the 1990s. A recent study shows that it is the heaviest and oldest specimen of its kind.
2019-03-29T15:35:37+0000,"A mycologist hopes to show how a simple, silly experiment can illuminate fungal biology."
2019-03-29T15:58:44+0000,Scientists have isolated a receptor that helps the bloodthirsty insects find you.
2019-03-29T17:37:07+0000,The generation of talent brought in from 1973 to 1992 changed the paper’s look.
2019-03-29T09:00:02+0000,The thrill of ‘otherness’ was less delightful to my children than it was to me.
2019-03-29T23:38:03+0000,"“I just wanted to relive my childhood,” said a man who had driven nearly 1,000 miles to see what’s left of the video chain he grew up with."
2019-03-28T12:18:55+0000,"It’s called the yips, and it’s a sudden inability to play. I had to find my way out of it."
2019-03-27T20:34:29+0000,The artists known as Cachetejack finish each other’s sentences — and regularly share tortilla de patatas.
2019-03-29T23:00:04+0000,The state needs lawmakers to pass a plan that includes congestion pricing to pay for the subway and public financing of elections.
2019-03-29T12:09:58+0000,"Alison Roman takes mushrooms, garlic and shallots and transforms them into a spicy, savory, umami-packed noodle soup."
2019-03-29T15:41:29+0000,"One of New York’s leading art dealers, convicted of tax evasion, will report to prison in May. She’s already plotting her return."
2019-03-29T23:00:04+0000,Exceptional beauty is a welcome respite in a place that has been battered by extreme climate conditions.
2019-03-27T09:00:04+0000,At least one of the students whose parents stand accused of fraud doesn’t appear to have been very interested in higher education in the first place.
2019-03-28T08:30:01+0000,The dinosaur was excavated in the Saskatchewan province of Canada in the 1990s. A recent study shows that it is the heaviest and oldest specimen of its kind.
2019-03-29T15:35:37+0000,"A mycologist hopes to show how a simple, silly experiment can illuminate fungal biology."
2019-03-29T23:00:04+0000,The state needs lawmakers to pass a plan that includes congestion pricing to pay for the subway and public financing of elections.
2019-03-27T09:00:01+0000,A few things to consider before attending your first bridal show.
2019-03-29T23:00:04+0000,Exceptional beauty is a welcome respite in a place that has been battered by extreme climate conditions.
2019-03-29T10:00:09+0000,"Andrew Beal, a poker-playing billionaire and major Trump backer, could upend California’s carbon-free power goals with a case before federal regulators."
2019-03-28T23:20:29+0000,A small rebellion against the quickening of time.
2019-03-29T20:10:13+0000,"Putting herself onscreen, the director, who died Friday at 90, suggested that making movies could be a communal act of looking and feeling."
2019-03-27T17:55:11+0000,A reader criticizes recent actions on the environment and health care.
2019-03-27T22:40:51+0000,President Andrés Manuel López Obrador said Spain and the Catholic Church should ask for forgiveness for the brutal campaign against indigenous peoples 500 years ago.
2019-03-27T17:06:52+0000,Lawmakers approved a draft law to abolish the seasonal time change and instead let countries choose whether they would remain on summer or winter time.
2019-03-28T02:50:39+0000,"Corrections appearing in print on Thursday, March 28, 2019."
2019-03-27T09:44:01+0000,Here’s what you need to know.
2019-03-28T09:00:03+0000,What could be more intimate than a daughter’s sharing with her mother the wonders of childbirth?
2019-03-27T21:14:35+0000,"On this week’s Modern Love podcast, the “Hotel Mumbai” actress reads an essay about the limits of care."
2019-03-27T12:58:56+0000,"As the Affordable Care Act comes under renewed attack, Centene is betting big on government-funded health care."
2019-03-28T01:27:27+0000,The jury found that Monsanto should be held liable for the man’s cancer because it failed to warn him about the herbicide’s cancer risks.
2019-03-27T13:39:38+0000,Wednesday: A look at which cities have the biggest percentages of young people; Democrats target health care; March Fong Eu gets her due.
2019-03-27T09:00:01+0000,The school board in Paterson has proposed eliminating over 200 jobs to address a budget gap as it tries to regain control of its schools from the state.
2019-03-27T10:00:05+0000,A string of fatalities underlines the desperate need to change racing’s practices.
2019-03-27T14:30:01+0000,"Make David Tanis’s spring vegetable stew, Melissa Clark’s cheesy polenta with crispy leeks, or freestyle rice and beans."
2019-03-27T21:11:47+0000,"On this week’s Modern Love podcast, the “Hotel Mumbai” actress reads an essay about the limits of care."
2019-03-27T12:58:56+0000,"As the Affordable Care Act comes under renewed attack, Centene is betting big on government-funded health care."
2019-03-28T18:33:15+0000,
2019-03-28T17:35:59+0000,How do a culture’s or society’s values and beliefs affect gender equality?
2019-03-28T10:00:04+0000,The island’s economy is neither efficient nor competitive. To move forward it must deepen and accelerate reforms. The market socialism model could provide a way.
2019-03-28T01:08:27+0000,An overdue apology offers a reminder that companies are responsible for past conduct.
2019-03-27T17:06:52+0000,Lawmakers approved a draft law to abolish the seasonal time change and instead let countries choose whether they would remain on summer or winter time.
2019-03-27T22:40:51+0000,President Andrés Manuel López Obrador said Spain and the Catholic Church should ask for forgiveness for the brutal campaign against indigenous peoples 500 years ago.
2019-03-27T14:04:55+0000,"Instagram, known for photos that inspire envy and ire, has also become home to those who write their hearts out."
2019-03-27T17:07:46+0000,"With state budget season heating up, what better way to make valuable connections than to mingle with the governor, his top aide and his budget director."
2019-03-28T02:50:39+0000,"Corrections appearing in print on Thursday, March 28, 2019."
2019-03-27T14:00:05+0000,How the director Daniel Fish stuck to his guns and rode his darkly visionary take on Rodgers & Hammerstein’s classic from the experimental fringes to Broadway.
2019-03-27T23:05:07+0000,It is still unclear why the special counsel’s office did not render a judgment on whether President Trump illegally obstructed the Russia inquiry.
2019-03-28T14:11:46+0000,Virtual reality journalism can serve as a powerful educational tool to grab students’ attention and get them excited about complex subjects.
2019-03-27T08:00:01+0000,"Traveling around Appalachia in her mobile dark room, Lisa Elmaleh chronicles the people preserving an unglamorous American tradition."
2019-03-28T08:00:01+0000,Are pharmaceutical companies responsible for the uses and abuses of the drugs they sell?
2019-03-27T02:00:09+0000,Michael Hawkins fills our heads with fantasy.
2019-03-27T05:02:00+0000,What do you think this image is saying? How does it relate to or comment on society and current events?
2019-03-27T04:02:50+0000,"The Trump administration has asked an appeals court to invalidate the law. If it does, 21 million people could lose their health insurance."
2019-03-27T00:52:04+0000,"A one-year change will allow coaches to request a review of possible pass interference, whether it was called on the field or not."
2019-03-28T09:00:08+0000,"In “The Old Drift,” Namwali Serpell spins a multigenerational, magical-realist tale of the East African nation from colonialism to the future."
2019-03-28T18:07:59+0000,Teenage comments in response to our recent writing prompts — and an invitation to join the ongoing conversation.
2019-03-28T18:33:15+0000,
2019-03-28T17:35:59+0000,How do a culture’s or society’s values and beliefs affect gender equality?
2019-03-28T10:00:04+0000,The island’s economy is neither efficient nor competitive. To move forward it must deepen and accelerate reforms. The market socialism model could provide a way.
2019-03-28T01:08:27+0000,An overdue apology offers a reminder that companies are responsible for past conduct.
